Delivery Start,EFA,Cleared Volume,Brent Oil,EU Gas,Ofgem Weekly Electricity Price,Ofgem Monthly Electricity Price,Ofgem Monthly Gas Price,gen_EFA,demand_EFA,gap,day_of_week,weekday_or_holiday,day_sin,day_cos,month_sin,month_cos,EFA_sin,EFA_cos,DW_sin,DW_cos,price
2021-10-31 23:00:00,1,411,84.51,291.5,106.87,209.55,201.13,22339.75,22674.58333333333,-334.8333333333321,0,1,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5,0.8660254037844386,0.5000000000000001,0.0,1.0,17.0
2021-11-01 03:00:00,2,411,84.51,291.5,106.87,209.55,201.13,25553.625,23424.4375,2129.1875,0,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,0.8660254037844388,-0.4999999999999998,0.0,1.0,17.0
2021-11-01 07:00:00,3,473,84.51,291.5,106.87,209.55,201.13,32338.875,31755.02083333333,583.8541666666679,0,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.0,1.0,17.0
2021-11-01 11:00:00,4,473,84.51,291.5,106.87,209.55,201.13,34024.875,33149.708333333336,875.1666666666642,0,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.0,1.0,17.0
2021-11-01 15:00:00,5,350,84.51,291.5,106.87,209.55,201.13,40410.625,39540.16666666666,870.4583333333358,0,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5,0.0,1.0,16.9
2021-11-01 19:00:00,6,340,84.51,291.5,106.87,209.55,201.13,31543.875,34739.583333333336,-3195.708333333336,0,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.0,1.0,14.9
2021-11-01 23:00:00,1,264,84.42,287.1,106.87,209.55,201.13,25475.25,26157.625,-682.375,1,1,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,16.99
2021-11-02 03:00:00,2,264,84.42,287.1,106.87,209.55,201.13,28717.25,26126.4375,2590.8125,1,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,16.99
2021-11-02 07:00:00,3,85,84.42,287.1,106.87,209.55,201.13,35384.75,35426.75,-42.0,1,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,1.92
2021-11-02 11:00:00,4,86,84.42,287.1,106.87,209.55,201.13,35051.125,34551.645833333336,499.4791666666642,1,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,1.58
2021-11-02 15:00:00,5,107,84.42,287.1,106.87,209.55,201.13,40418.625,39548.270833333336,870.3541666666642,1,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,47.99
2021-11-02 19:00:00,6,217,84.42,287.1,106.87,209.55,201.13,32063.375,35385.375,-3322.0,1,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.7818314824680297,0.6234898018587336,10.18
2021-11-02 23:00:00,1,352,81.1,278.6,106.87,209.55,201.13,26571.25,26954.3125,-383.0625,2,1,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,16.99
