date,EFA,Cleared Volume,gap,day_of_week,weekday_or_holiday,day_sin,day_cos,price
2022-03-31 23:00:00,1,514,10.1875,4,1,-2.4492935982947064e-16,1.0,1.7
2022-04-01 03:00:00,2,507,157.58333333333212,4,1,0.20129852008866006,0.9795299412524945,8.96
2022-04-01 07:00:00,3,495,-46.52083333333576,4,1,0.20129852008866006,0.9795299412524945,4.89
2022-04-01 11:00:00,4,514,-8.541666666664241,4,1,0.20129852008866006,0.9795299412524945,1.5
2022-04-01 15:00:00,5,508,75.89583333333576,4,1,0.20129852008866006,0.9795299412524945,47.99
2022-04-01 19:00:00,6,326,-142.14583333333576,4,1,0.20129852008866006,0.9795299412524945,1.13
2022-04-01 23:00:00,1,334,-27.33333333333212,5,0,0.20129852008866006,0.9795299412524945,0.56
2022-04-02 03:00:00,2,370,74.91666666666788,5,0,0.39435585511331855,0.9189578116202306,3.0
2022-04-02 07:00:00,3,430,-15.47916666666788,5,0,0.39435585511331855,0.9189578116202306,1.2
2022-04-02 11:00:00,4,468,-16.29166666666788,5,0,0.39435585511331855,0.9189578116202306,1.5
2022-04-02 15:00:00,5,555,74.97916666666788,5,0,0.39435585511331855,0.9189578116202306,12.11
2022-04-02 19:00:00,6,426,-126.6875,5,0,0.39435585511331855,0.9189578116202306,2.0
2022-04-02 23:00:00,1,335,-12.8125,6,0,0.39435585511331855,0.9189578116202306,0.55
2022-04-03 03:00:00,2,412,65.89583333333212,6,0,0.5712682150947923,0.8207634412072763,2.88
2022-04-03 07:00:00,3,509,6.458333333332121,6,0,0.5712682150947923,0.8207634412072763,1.49
2022-04-03 11:00:00,4,576,26.54166666666788,6,0,0.5712682150947923,0.8207634412072763,1.86
2022-04-03 15:00:00,5,541,91.8125,6,0,0.5712682150947923,0.8207634412072763,47.98
2022-04-03 19:00:00,6,461,-223.8125,6,0,0.5712682150947923,0.8207634412072763,4.24
2022-04-03 23:00:00,1,584,18.45833333333212,0,1,0.5712682150947923,0.8207634412072763,2.2
2022-04-04 03:00:00,2,631,167.54166666666788,0,1,0.7247927872291199,0.6889669190756866,16.48
2022-04-04 07:00:00,3,416,20.64583333333576,0,1,0.7247927872291199,0.6889669190756866,5.0
2022-04-04 11:00:00,4,486,-13.47916666666424,0,1,0.7247927872291199,0.6889669190756866,1.86
2022-04-04 15:00:00,5,519,38.16666666666424,0,1,0.7247927872291199,0.6889669190756866,60.0
2022-04-04 19:00:00,6,497,-191.5833333333321,0,1,0.7247927872291199,0.6889669190756866,3.61
2022-04-04 23:00:00,1,638,-9.375,1,1,0.7247927872291199,0.6889669190756866,5.1
2022-04-05 03:00:00,2,630,162.47916666666788,1,1,0.8486442574947509,0.5289640103269625,26.28
2022-04-05 07:00:00,3,551,-20.54166666666424,1,1,0.8486442574947509,0.5289640103269625,10.0
2022-04-05 11:00:00,4,583,-19.64583333333212,1,1,0.8486442574947509,0.5289640103269625,2.98
2022-04-05 15:00:00,5,496,55.39583333333576,1,1,0.8486442574947509,0.5289640103269625,70.0
2022-04-05 19:00:00,6,631,-159.33333333333212,1,1,0.8486442574947509,0.5289640103269625,55.0
2022-04-05 23:00:00,1,743,-8.72916666666788,2,1,0.8486442574947509,0.5289640103269625,37.0
2022-04-06 03:00:00,2,743,176.08333333333212,2,1,0.9377521321470804,0.3473052528448203,51.0
2022-04-06 07:00:00,3,659,-6.479166666664241,2,1,0.9377521321470804,0.3473052528448203,89.0
2022-04-06 11:00:00,4,697,-37.66666666666788,2,1,0.9377521321470804,0.3473052528448203,85.0
2022-04-06 15:00:00,5,516,91.45833333333576,2,1,0.9377521321470804,0.3473052528448203,103.0
2022-04-06 19:00:00,6,635,-186.5208333333321,2,1,0.9377521321470804,0.3473052528448203,79.99
2022-04-06 23:00:00,1,772,2.0,3,1,0.9377521321470804,0.3473052528448203,46.99
2022-04-07 03:00:00,2,794,141.08333333333212,3,1,0.9884683243281114,0.1514277775045767,62.99
2022-04-07 07:00:00,3,712,-24.97916666666788,3,1,0.9884683243281114,0.1514277775045767,104.0
2022-04-07 11:00:00,4,723,-23.1875,3,1,0.9884683243281114,0.1514277775045767,77.0
2022-04-07 15:00:00,5,541,107.85416666666424,3,1,0.9884683243281114,0.1514277775045767,81.98
2022-04-07 19:00:00,6,658,-141.66666666666788,3,1,0.9884683243281114,0.1514277775045767,47.91
2022-04-07 23:00:00,1,695,-24.70833333333212,4,1,0.9884683243281114,0.1514277775045767,2.6
2022-04-08 03:00:00,2,661,139.27083333333212,4,1,0.9987165071710528,-0.05064916883871264,1.2
2022-04-08 07:00:00,3,478,-26.3125,4,1,0.9987165071710528,-0.05064916883871264,0.99
2022-04-08 11:00:00,4,600,-64.10416666666788,4,1,0.9987165071710528,-0.05064916883871264,4.84
2022-04-08 15:00:00,5,531,87.89583333333212,4,1,0.9987165071710528,-0.05064916883871264,59.98
2022-04-08 19:00:00,6,607,-172.97916666666788,4,1,0.9987165071710528,-0.05064916883871264,10.23
2022-04-08 23:00:00,1,727,-7.270833333332121,5,0,0.9987165071710528,-0.05064916883871264,4.83
2022-04-09 03:00:00,2,745,68.5,5,0,0.9680771188662043,-0.2506525322587204,6.25
2022-04-09 07:00:00,3,828,-58.14583333333212,5,0,0.9680771188662043,-0.2506525322587204,15.48
2022-04-09 11:00:00,4,851,0.8333333333321207,5,0,0.9680771188662043,-0.2506525322587204,47.98
2022-04-09 15:00:00,5,648,120.66666666666788,5,0,0.9680771188662043,-0.2506525322587204,69.0
2022-04-09 19:00:00,6,485,-102.20833333333212,5,0,0.9680771188662043,-0.2506525322587204,2.49
2022-04-09 23:00:00,1,422,-24.75,6,0,0.9680771188662043,-0.2506525322587204,2.35
2022-04-10 03:00:00,2,431,12.1875,6,0,0.8978045395707416,-0.4403941515576344,2.55
2022-04-10 07:00:00,3,615,-15.16666666666788,6,0,0.8978045395707416,-0.4403941515576344,7.25
2022-04-10 11:00:00,4,618,30.08333333333212,6,0,0.8978045395707416,-0.4403941515576344,7.29
2022-04-10 15:00:00,5,596,91.6875,6,0,0.8978045395707416,-0.4403941515576344,58.62
2022-04-10 19:00:00,6,493,-150.5625,6,0,0.8978045395707416,-0.4403941515576344,4.09
2022-04-10 23:00:00,1,638,4.729166666667879,0,1,0.8978045395707416,-0.4403941515576344,3.0
2022-04-11 03:00:00,2,658,157.95833333333212,0,1,0.7907757369376989,-0.6121059825476625,3.77
2022-04-11 07:00:00,3,769,-85.27083333333212,0,1,0.7907757369376989,-0.6121059825476625,59.79
2022-04-11 11:00:00,4,816,24.33333333333212,0,1,0.7907757369376989,-0.6121059825476625,47.98
2022-04-11 15:00:00,5,625,60.60416666666788,0,1,0.7907757369376989,-0.6121059825476625,80.98
2022-04-11 19:00:00,6,694,-113.4375,0,1,0.7907757369376989,-0.6121059825476625,25.05
2022-04-11 23:00:00,1,759,-21.5,1,1,0.7907757369376989,-0.6121059825476625,1.5
2022-04-12 03:00:00,2,752,144.58333333333212,1,1,0.6513724827222223,-0.758758122692791,3.33
2022-04-12 07:00:00,3,485,7.4375,1,1,0.6513724827222223,-0.758758122692791,1.07
2022-04-12 11:00:00,4,570,6.166666666667879,1,1,0.6513724827222223,-0.758758122692791,0.92
2022-04-12 15:00:00,5,487,47.64583333333576,1,1,0.6513724827222223,-0.758758122692791,4.51
2022-04-12 19:00:00,6,495,-107.1875,1,1,0.6513724827222223,-0.758758122692791,1.5
2022-04-12 23:00:00,1,451,-29.08333333333212,2,1,0.6513724827222223,-0.758758122692791,1.22
2022-04-13 03:00:00,2,453,102.77083333333212,2,1,0.48530196253108104,-0.8743466161445821,1.22
2022-04-13 07:00:00,3,596,19.14583333333576,2,1,0.48530196253108104,-0.8743466161445821,10.55
2022-04-13 11:00:00,4,618,3.0,2,1,0.48530196253108104,-0.8743466161445821,5.1
2022-04-13 15:00:00,5,512,52.47916666666424,2,1,0.48530196253108104,-0.8743466161445821,12.97
2022-04-13 19:00:00,6,503,-145.4375,2,1,0.48530196253108104,-0.8743466161445821,4.78
2022-04-13 23:00:00,1,415,-16.54166666666788,3,1,0.48530196253108104,-0.8743466161445821,0.6
2022-04-14 03:00:00,2,457,79.66666666666788,3,1,0.299363122973358,-0.9541392564000488,1.54
